id,temperature,temp_delta_c,humidity,weight,bee_activity,pressure,voc_ppm,acoustic_hz,ir_entrance_in,ir_entrance_out,pir_motion,battery_v,solar_w,hour_of_day,season_code,health_score,health_status,disease_risk,estimated_harvest_kg
1950,34.41,6.1,61.1,33.98,0.24,1001.2,68.5,228.9,7,10,0,3.87,0.0,7,1,97,0,0.09,13.2
1951,35.09,3.9,64.0,35.33,0.28,1000.0,34.9,244.5,7,11,0,3.98,0.0,19,0,92,0,0.11,14.4
1952,34.74,5.9,67.8,45.88,0.26,1004.0,31.5,242.4,8,13,0,3.8,0.0,23,0,92,0,0.04,23.2
1953,34.15,5.9,65.7,32.04,0.24,1013.1,63.7,229.7,8,12,0,4.17,0.0,6,3,98,0,0.09,11.6
1954,34.5,4.3,59.1,50.28,0.27,1006.9,50.8,211.6,10,12,0,3.82,0.0,5,3,91,0,0.11,27.0
1955,33.86,4.8,55.8,41.32,0.24,1006.9,49.0,232.2,4,4,0,3.98,0.0,1,0,93,0,0.06,19.3
1956,34.57,4.9,59.0,47.68,0.88,1018.7,50.8,211.0,58,57,0,4.07,8.0,13,0,98,0,0.05,27.5
1957,34.85,5.2,64.6,36.9,1.0,1014.2,45.0,226.3,71,69,0,4.18,5.5,9,0,95,0,0.1,17.8
1958,31.16,-1.0,86.6,22.19,0.44,1000.1,224.1,527.7,12,37,1,3.47,1.9,11,2,53,2,0.55,3.5
1959,35.04,5.3,59.2,43.95,0.32,1004.6,63.0,221.8,9,13,0,4.04,0.0,18,1,94,0,0.04,21.8
1960,22.34,-4.6,29.2,15.25,0.15,1021.5,351.8,600.8,7,49,1,3.22,0.4,9,1,16,3,0.91,0.0
1961,34.69,4.0,55.4,38.67,0.21,1017.4,62.2,233.6,6,10,0,3.98,0.0,6,1,98,0,0.06,17.0
1962,27.6,-5.8,30.9,14.35,0.22,1014.5,382.7,642.7,10,33,0,3.11,0.8,6,0,24,3,0.98,0.0
1963,42.2,9.6,27.8,20.34,0.05,1017.0,347.7,666.3,10,75,1,3.2,0.7,7,3,17,3,0.91,1.7
1964,34.99,4.6,57.7,40.73,0.99,1002.0,71.1,215.0,68,65,0,4.11,5.8,12,3,99,0,0.07,21.4
1965,34.07,4.6,63.7,38.75,0.21,1011.1,40.8,232.3,8,9,0,4.16,0.0,1,2,99,0,0.08,17.1
1966,34.94,3.9,60.0,50.74,1.0,1014.3,63.2,228.2,73,75,0,4.17,6.8,12,3,88,0,0.12,30.9
1967,35.14,3.6,63.1,36.59,0.2,1011.1,44.6,238.0,5,10,0,4.01,0.0,20,2,91,0,0.09,15.3
1968,34.61,4.1,57.5,44.2,1.0,1012.6,51.1,230.5,91,88,0,4.17,0.0,17,0,91,0,0.08,24.7
1969,36.21,2.8,76.0,24.44,0.62,1003.8,90.0,330.1,2,-8,0,3.53,0.0,0,0,72,1,0.24,5.6
1970,33.4,0.2,73.5,32.33,0.57,1020.8,90.2,298.4,27,29,0,3.79,1.9,12,1,70,1,0.29,12.5
1971,34.25,2.9,66.8,44.44,0.16,1019.2,61.4,210.5,2,-2,0,3.83,0.0,3,3,93,0,0.06,21.6
1972,37.9,15.0,87.5,23.13,0.43,1015.2,251.0,487.3,2,-14,0,3.49,0.0,5,2,65,2,0.51,4.3
1973,34.48,2.8,61.9,31.02,0.79,1002.9,38.4,211.2,56,51,0,4.07,0.0,17,3,96,0,0.01,11.8
1974,34.09,3.2,56.5,49.15,0.23,1006.4,60.0,210.4,7,11,0,3.83,0.0,20,0,98,0,0.04,25.8
1975,34.31,5.4,63.5,32.17,0.18,1019.4,31.9,215.7,5,1,0,3.91,0.0,22,3,99,0,0.07,11.6
1976,34.86,5.6,60.2,47.48,1.0,1010.2,52.7,214.0,67,69,0,3.85,6.8,15,0,89,0,0.03,27.8
1977,34.13,6.1,55.2,40.63,0.89,1017.0,37.7,231.5,59,55,0,3.88,8.2,8,1,98,0,0.04,20.9
1978,32.29,2.8,72.5,31.67,0.56,1012.6,136.7,305.9,2,-8,0,3.52,0.0,2,2,78,1,0.4,11.9
1979,34.82,3.2,68.0,37.47,0.19,1008.6,59.3,223.7,6,1,0,4.07,0.0,1,0,95,0,0.01,16.0
1980,34.82,6.7,62.1,49.97,1.0,1019.5,55.4,214.1,84,87,0,3.83,4.4,14,3,92,0,0.1,30.2
1981,34.67,3.8,55.5,31.41,0.98,1009.1,31.3,220.6,65,65,0,4.12,8.2,12,0,89,0,0.06,12.5
1982,34.29,3.0,65.6,38.92,0.26,1008.7,49.8,225.2,10,13,0,3.86,0.0,21,3,92,0,0.12,17.4
1983,34.22,3.4,63.9,42.71,0.29,1010.0,72.3,229.0,10,6,0,4.09,0.0,21,0,93,0,0.1,20.7
1984,34.38,6.1,55.9,32.12,0.17,1019.6,68.7,214.5,8,3,0,3.84,0.0,22,3,93,0,0.06,11.5
1985,34.01,5.4,57.7,36.72,0.91,1012.8,30.2,234.6,62,60,0,3.97,4.2,14,0,99,0,0.1,17.3
1986,34.53,5.1,62.2,33.84,1.0,1009.3,65.3,222.6,72,74,0,4.03,8.7,11,1,99,0,0.03,14.9
1987,35.06,5.0,55.4,44.65,0.25,1004.4,66.7,218.5,10,11,0,4.0,0.0,21,0,92,0,0.09,22.2
1988,34.58,5.9,59.1,45.62,0.23,1021.3,64.1,237.9,7,4,0,4.01,0.0,21,3,94,0,0.08,22.9
1989,35.17,6.2,57.9,43.88,0.61,1019.1,40.6,220.9,40,41,0,3.96,4.9,15,1,89,0,0.1,22.9
1990,34.07,4.6,66.5,38.83,0.27,998.8,74.3,216.2,8,6,0,3.96,0.0,2,2,91,0,0.11,17.3
1991,34.92,5.8,56.5,35.96,0.85,1021.8,70.8,232.8,59,57,0,3.83,6.1,8,2,97,0,0.04,16.5
1992,32.8,4.6,50.7,27.33,0.48,1009.8,119.5,365.6,39,36,0,3.56,1.6,10,3,83,1,0.44,8.0
1993,38.01,6.9,87.7,23.23,0.41,1000.8,259.1,444.3,3,-4,0,3.46,0.0,19,1,65,2,0.61,4.3
1994,34.24,6.0,56.5,34.85,0.18,1021.0,46.6,243.0,3,6,0,3.87,0.0,7,0,91,0,0.09,13.8
1995,34.84,3.5,68.0,38.9,0.72,1007.2,31.2,227.6,48,47,0,4.08,0.0,17,1,98,0,0.07,18.8
1996,33.87,3.4,65.6,39.37,0.24,1003.8,33.2,219.4,8,3,0,3.84,0.0,5,2,97,0,0.01,17.7
1997,36.23,9.4,76.6,29.4,0.45,1019.6,89.2,197.9,60,46,1,3.77,3.2,14,2,70,1,0.29,9.7
1998,35.19,3.4,56.1,34.12,1.0,1013.3,32.0,241.8,88,83,0,4.15,6.9,10,0,96,0,0.06,15.1
1999,34.35,3.4,56.0,38.18,0.24,1008.9,63.6,231.6,6,3,0,4.09,0.0,3,1,98,0,0.08,16.7
2000,33.89,5.6,55.9,38.63,0.76,1021.5,33.8,239.3,48,47,0,3.99,4.9,8,1,94,0,0.1,18.7
2001,34.79,4.0,66.0,51.46,0.25,1012.6,63.3,234.8,6,8,0,3.88,0.0,18,2,95,0,0.09,27.9
2002,34.24,3.9,61.2,38.58,0.26,1012.5,51.1,238.7,10,8,0,4.07,0.0,5,1,93,0,0.02,17.1
2003,34.88,4.4,65.6,51.41,0.21,1012.9,40.3,211.9,5,5,1,3.85,0.0,23,0,96,0,0.05,27.6
2004,36.1,7.1,71.6,35.83,0.67,1018.1,129.0,191.8,51,46,1,3.53,2.5,12,3,74,1,0.3,15.9
2005,35.03,4.4,56.7,37.68,0.73,1009.3,42.5,230.4,43,46,0,3.92,5.6,9,0,92,0,0.05,17.7
2006,34.43,3.5,66.6,40.09,1.0,1016.0,71.5,242.4,89,89,0,3.9,8.0,14,2,93,0,0.1,20.8
2007,35.12,3.7,67.2,47.45,1.0,1012.1,63.5,239.0,66,68,0,4.05,7.9,10,0,90,0,0.1,27.8
2008,34.7,2.1,53.9,27.57,0.69,1014.0,106.3,358.7,3,3,0,3.7,0.0,20,1,71,1,0.21,8.5
2009,33.8,3.6,62.3,50.71,1.0,999.7,64.2,222.0,85,81,0,4.08,6.1,10,2,99,0,0.05,30.9
2010,34.15,5.3,57.1,46.45,0.16,1019.2,42.8,212.5,4,5,0,3.93,0.0,6,3,91,0,0.01,23.3
2011,34.5,6.1,61.4,51.93,0.29,1020.9,50.2,228.2,8,8,0,3.88,0.0,2,0,92,0,0.07,28.5
2012,35.04,4.4,60.0,41.1,0.17,1018.8,74.7,217.1,5,0,0,4.0,0.0,2,3,94,0,0.04,18.9
2013,35.03,5.0,45.8,36.72,0.46,1009.0,115.6,181.4,1,7,0,3.65,0.0,1,1,83,1,0.38,16.1
2014,34.38,5.4,64.9,37.28,0.96,1006.6,50.5,220.9,62,61,0,4.14,6.3,14,3,99,0,0.08,18.0
2015,33.87,3.3,60.0,48.1,0.2,1019.1,39.2,221.0,5,3,0,3.85,0.0,23,0,91,0,0.09,24.8
2016,36.72,8.4,74.5,29.27,0.45,1000.5,105.5,180.9,0,-11,0,3.78,0.0,6,2,84,1,0.2,9.6
2017,33.43,5.4,49.3,28.0,0.72,1002.2,95.2,207.1,3,18,0,3.59,0.0,20,0,84,1,0.23,8.9
2018,34.26,5.7,61.2,35.04,0.69,1011.1,37.6,215.9,42,39,0,3.99,4.6,9,0,89,0,0.06,15.2
2019,34.87,5.6,62.8,50.98,1.0,1012.0,33.8,233.4,92,96,0,4.16,0.0,17,2,99,0,0.05,31.1
2020,34.94,5.7,63.5,33.18,0.26,1001.7,43.2,220.4,6,6,1,3.9,0.0,23,2,90,0,0.12,12.6
2021,34.31,5.1,58.3,40.34,0.3,1008.8,70.1,237.6,10,14,0,4.09,0.0,23,3,98,0,0.02,18.7
2022,34.0,5.9,63.3,45.35,0.17,1013.2,45.5,211.6,4,7,0,4.05,0.0,1,1,99,0,0.06,22.4
2023,34.03,5.4,46.0,32.65,0.67,1002.3,91.4,180.4,3,6,0,3.63,0.0,7,2,85,1,0.27,13.0
2024,35.44,5.2,51.0,33.62,0.59,1010.2,98.1,336.2,45,45,0,3.84,4.4,11,2,82,1,0.31,13.7
2025,32.53,1.4,76.4,36.48,0.71,1006.2,129.0,322.1,55,58,0,3.65,4.7,11,2,83,1,0.3,16.6
2026,34.38,4.0,66.2,51.65,0.89,999.6,33.2,217.2,61,62,0,3.94,3.9,11,2,94,0,0.03,31.2
2027,41.57,5.3,32.6,18.06,0.14,1000.0,403.8,678.3,12,79,0,3.2,1.7,4,0,25,3,0.91,0.0
2028,34.03,5.5,63.2,33.97,1.0,1004.8,41.7,217.2,76,73,0,3.83,4.9,13,1,89,0,0.04,15.0
2029,34.35,5.5,67.6,35.36,0.33,1007.3,63.9,213.2,10,11,0,4.12,0.0,18,0,93,0,0.05,14.6
2030,33.82,5.8,57.5,40.79,1.0,1005.2,48.8,217.2,87,87,0,3.91,7.7,13,1,89,0,0.07,21.5
2031,34.84,6.3,61.1,33.83,0.24,1015.4,30.8,236.3,6,9,0,4.18,0.0,0,0,93,0,0.03,13.1
2032,34.58,2.7,64.0,30.07,1.0,1021.2,36.8,243.8,93,96,0,4.06,7.5,10,3,98,0,0.05,11.3
2033,34.08,2.9,63.4,44.43,0.13,1003.0,59.9,212.2,3,-1,0,3.98,0.0,21,0,88,0,0.1,21.5
2034,34.12,5.3,63.5,31.62,0.78,1021.5,72.2,220.6,51,54,0,4.12,6.7,12,3,88,0,0.04,12.3
2035,35.21,2.4,53.9,33.64,0.63,1008.8,87.0,316.1,42,47,1,3.57,4.6,15,0,74,1,0.38,13.8
2036,34.96,3.6,62.6,38.12,0.18,1007.6,45.4,238.5,5,0,0,3.97,0.0,22,2,99,0,0.02,16.5
2037,39.78,8.4,83.5,25.03,0.29,1008.6,176.0,521.3,1,13,1,3.51,0.0,4,2,53,2,0.57,5.8
2038,34.14,2.7,64.4,33.03,1.0,1013.7,48.4,222.3,66,66,0,3.85,8.7,13,2,89,0,0.09,14.1
2039,34.71,5.0,53.0,34.9,0.5,1018.0,147.2,196.9,2,5,0,3.79,0.0,21,2,80,1,0.39,14.6
2040,35.03,5.5,66.9,30.36,1.0,1006.3,54.1,225.3,80,80,0,3.81,8.4,13,3,99,0,0.1,11.6
2041,34.0,5.7,57.7,51.1,1.0,1013.3,61.4,244.1,90,90,0,3.95,3.6,12,3,92,0,0.02,31.3
2042,34.59,2.9,59.3,41.77,0.34,1015.1,40.3,211.2,10,12,0,3.8,0.0,0,3,91,0,0.03,20.1
2043,26.55,-1.8,28.8,15.15,0.05,1008.1,397.9,648.6,3,86,0,3.08,1.5,17,0,40,3,0.88,0.0
2044,34.78,8.2,48.1,29.71,0.58,1004.0,127.9,360.6,1,4,0,3.64,0.0,0,3,77,1,0.31,10.2
2045,34.84,5.1,59.4,46.42,0.26,1001.0,74.4,241.3,10,12,0,4.09,0.0,19,0,96,0,0.07,23.7
2046,33.93,4.6,67.6,36.96,0.28,999.2,66.0,224.8,8,5,0,4.14,0.0,5,2,97,0,0.09,15.8
2047,33.85,5.8,50.5,32.12,0.47,1008.6,115.3,181.2,0,14,0,3.51,0.0,0,0,80,1,0.25,12.1
2048,35.5,5.5,76.4,32.46,0.48,1010.6,134.0,337.4,0,2,1,3.69,0.0,22,1,82,1,0.44,12.4
2049,33.82,3.2,58.8,47.44,0.22,1002.7,72.0,229.0,6,11,0,3.84,0.0,4,0,97,0,0.12,24.4
2050,29.18,-1.5,81.1,26.25,0.46,1008.7,242.6,463.9,19,38,1,3.5,3.2,11,2,62,2,0.52,7.0
2051,34.4,6.3,67.9,42.7,1.0,1003.1,47.4,215.8,86,89,0,3.83,4.6,13,3,92,0,0.11,23.3
2052,34.55,4.0,58.7,32.2,0.16,1018.9,60.1,232.8,2,5,0,4.06,0.0,19,3,91,0,0.07,11.5
2053,34.85,3.6,58.2,50.53,0.74,1010.2,37.5,210.2,47,47,0,3.84,4.7,14,0,89,0,0.11,29.5
2054,34.43,5.1,65.9,43.35,0.32,1008.5,52.2,230.8,10,13,0,3.82,0.0,1,2,95,0,0.03,21.3
2055,34.85,3.9,57.4,38.32,0.22,1009.3,60.6,210.5,8,3,0,4.03,0.0,1,2,92,0,0.08,16.8
2056,34.85,5.5,61.0,50.86,0.28,1002.3,38.5,224.2,8,10,0,4.08,0.0,5,3,95,0,0.04,27.5
2057,26.87,4.6,29.8,18.58,0.21,1020.2,417.5,624.3,11,83,0,3.02,0.2,14,2,42,3,0.88,0.3
2058,34.29,0.5,70.3,29.89,0.72,1011.1,141.2,326.0,2,10,0,3.52,0.0,3,2,70,1,0.3,10.6
2059,41.06,2.3,93.6,14.36,0.21,1016.7,296.6,661.5,8,84,1,3.26,0.7,16,1,19,3,0.82,0.0
2060,34.67,2.9,66.5,37.46,0.21,1013.3,36.2,236.9,9,4,0,3.93,0.0,18,1,96,0,0.06,16.0
2061,33.81,3.8,63.3,40.21,1.0,1013.2,66.2,243.7,83,80,0,4.08,5.6,12,1,99,0,0.03,20.9
2062,24.51,0.4,33.6,18.79,0.11,1010.6,419.6,695.5,0,56,0,3.16,1.5,18,3,34,3,0.93,0.5
2063,37.54,12.5,43.6,22.23,0.38,1003.8,169.0,531.2,1,25,0,3.56,0.0,18,1,57,2,0.69,3.5
2064,30.01,7.2,82.0,25.39,0.38,1003.6,166.4,495.5,1,1,0,3.37,0.0,18,2,45,2,0.55,6.2
2065,35.07,5.7,57.1,36.66,0.94,1000.4,36.8,226.6,60,65,0,3.97,8.0,12,1,94,0,0.07,17.4
2066,32.44,4.7,75.4,36.7,0.53,1011.8,108.8,185.2,54,52,0,3.72,2.5,16,3,75,1,0.3,16.3
2067,34.64,4.7,63.5,38.64,1.0,1015.9,43.0,226.3,82,80,0,3.81,6.5,11,3,89,0,0.05,19.4
2068,34.09,2.7,66.6,40.99,0.26,1015.0,44.0,211.7,6,11,0,3.96,0.0,4,0,92,0,0.12,19.1
2069,33.93,4.7,64.3,39.49,0.27,1005.0,61.0,223.6,5,6,0,4.0,0.0,21,0,93,0,0.05,17.9
2070,35.08,5.6,66.1,46.8,0.17,1021.6,47.0,215.7,7,3,1,3.92,0.0,0,2,88,0,0.06,23.6
2071,35.79,2.7,71.9,27.67,0.63,1001.2,85.4,281.8,26,25,0,3.79,4.1,13,0,82,1,0.43,8.5
2072,33.83,2.2,60.1,49.22,0.88,1004.6,52.1,229.1,60,62,0,4.15,5.9,9,2,90,0,0.02,28.9
2073,34.84,5.8,66.0,50.35,0.24,1013.8,30.6,212.7,3,8,0,4.03,0.0,6,1,90,0,0.05,26.9
2074,28.38,-2.6,80.6,27.64,0.31,1017.2,182.2,447.9,8,19,0,3.4,1.4,11,0,50,2,0.7,8.0
2075,34.86,5.5,57.3,49.81,1.0,1000.7,30.3,237.4,72,77,0,3.87,0.0,17,1,98,0,0.07,30.0
2076,33.97,5.7,65.6,48.72,0.91,1019.3,48.8,225.1,61,56,0,3.89,7.4,14,3,97,0,0.04,28.6
2077,34.95,5.8,63.9,40.7,1.0,1016.2,37.6,211.6,88,85,0,4.1,4.8,9,1,92,0,0.04,21.4
2078,34.35,3.8,58.3,46.67,0.24,1017.7,56.8,230.7,4,7,1,3.89,0.0,21,1,94,0,0.01,23.8
2079,35.98,2.7,68.5,33.39,0.68,1009.2,105.8,377.5,37,51,0,3.62,1.1,9,3,74,1,0.28,13.7
2080,33.87,5.8,58.3,32.36,0.19,1015.0,41.6,230.0,5,9,0,4.16,0.0,5,0,88,0,0.1,11.7
2081,35.05,5.2,63.9,50.54,0.97,1003.3,71.2,228.5,61,66,0,4.1,6.8,11,3,88,0,0.05,30.6
2082,36.09,10.1,47.4,31.23,0.51,1003.2,94.6,196.3,32,30,0,3.62,5.3,12,0,79,1,0.4,11.4
2083,33.83,4.9,60.1,32.91,0.3,1015.8,64.8,221.5,9,9,0,3.91,0.0,7,2,88,0,0.07,12.4
2084,34.53,5.6,61.0,35.47,1.0,1012.7,36.7,239.2,75,71,0,3.9,6.9,13,1,96,0,0.11,16.4
2085,41.39,19.4,26.2,15.32,0.15,1004.1,374.7,745.3,0,74,0,3.16,0.5,0,1,12,3,0.92,0.0
2086,31.91,8.8,83.4,22.75,0.4,1005.4,227.2,511.6,3,-15,0,3.47,0.0,19,3,62,2,0.59,3.9
2087,35.12,4.8,58.0,34.41,0.72,1020.1,47.3,237.3,42,47,1,3.98,8.5,12,2,99,0,0.05,14.7
2088,33.95,4.0,63.8,36.11,1.0,1017.0,73.5,221.0,79,84,0,4.07,4.4,16,0,98,0,0.02,17.0
2089,38.49,1.8,40.3,24.1,0.33,1008.1,198.7,490.9,10,4,1,3.31,2.4,14,3,62,2,0.57,5.0
2090,34.93,4.9,64.0,48.48,0.19,1019.9,54.7,212.3,4,8,0,4.01,0.0,3,1,96,0,0.08,25.1
2091,34.74,5.9,55.8,32.2,0.29,1015.1,69.6,210.9,10,9,0,4.01,0.0,5,2,93,0,0.05,11.8
2092,35.06,4.3,57.6,30.48,0.29,1018.3,53.8,222.9,8,10,0,4.04,0.0,1,2,96,0,0.04,10.4
2093,33.88,4.1,64.5,33.28,0.97,1021.8,31.6,225.6,66,61,0,3.82,5.8,8,2,88,0,0.12,14.3
2094,34.53,4.1,57.1,33.39,0.95,1019.5,63.0,227.6,61,60,0,3.9,6.7,15,1,99,0,0.06,14.3
2095,35.08,1.5,74.9,30.23,0.7,1009.6,137.8,362.4,40,33,0,3.79,5.2,11,0,77,1,0.38,10.9
2096,31.9,8.2,36.3,28.07,0.36,1004.9,224.8,502.6,3,27,0,3.36,0.0,2,0,65,2,0.59,8.4
2097,35.15,6.5,57.1,32.66,0.21,1016.6,47.0,237.8,2,1,0,3.95,0.0,7,0,93,0,0.06,12.0
2098,34.02,5.3,60.8,39.66,0.21,1014.7,74.7,235.7,9,5,0,3.8,0.0,0,3,92,0,0.11,17.8
2099,33.01,1.9,69.0,36.37,0.46,1021.8,144.0,319.8,1,13,0,3.61,0.0,5,0,82,1,0.44,15.8
2100,34.23,6.0,60.5,48.18,0.21,1002.9,69.9,214.4,8,3,0,4.14,0.0,18,0,98,0,0.03,24.9
2101,35.07,6.7,59.2,50.03,0.18,1001.2,65.8,222.3,4,5,1,4.04,0.0,19,0,91,0,0.12,26.3
2102,38.34,11.9,88.7,21.79,0.29,1006.0,188.6,420.6,1,21,0,3.33,0.0,21,0,63,2,0.71,3.0
2103,24.61,-13.1,92.4,20.83,0.14,1018.6,271.8,677.4,1,60,0,3.16,0.4,22,1,36,3,0.82,2.2
2104,34.27,3.8,59.8,30.24,0.21,1007.0,48.4,221.0,2,4,0,4.17,0.0,20,3,90,0,0.01,10.0
2105,35.05,3.3,58.5,42.91,0.98,1005.6,34.2,237.0,61,66,0,4.01,0.0,17,3,90,0,0.06,23.4
2106,29.72,4.5,85.1,24.83,0.44,1019.1,193.5,468.4,16,1,0,3.53,2.9,12,1,63,2,0.58,5.7
2107,34.97,6.4,57.2,47.76,1.0,1002.7,66.1,219.3,95,94,0,4.05,6.9,8,2,99,0,0.06,28.1
2108,33.9,2.0,45.7,26.12,0.49,1010.2,94.7,207.5,41,33,0,3.78,5.5,8,3,71,1,0.39,6.9
2109,34.77,5.0,57.2,35.99,0.32,1017.0,62.4,212.5,10,13,0,4.13,0.0,0,0,91,0,0.08,15.1
2110,38.8,16.1,88.2,23.24,0.39,1000.9,185.0,521.9,21,2,0,3.56,1.7,9,0,61,2,0.66,4.3
2111,34.8,3.5,55.3,37.46,0.2,1008.4,74.7,229.4,3,-2,0,3.93,0.0,0,1,99,0,0.08,16.0
2112,36.61,2.9,54.0,36.46,0.71,1017.9,91.3,197.1,3,-12,1,3.82,0.0,18,0,83,1,0.42,16.6
2113,34.01,3.7,63.9,38.72,1.0,1014.6,62.7,229.8,95,93,0,4.11,6.9,8,1,92,0,0.1,19.5
2114,31.45,3.8,80.7,23.69,0.49,1018.4,167.9,538.1,28,35,0,3.51,3.6,10,0,57,2,0.68,4.8
2115,34.2,5.6,62.5,42.54,0.88,1015.4,45.5,212.0,55,58,0,3.84,5.0,16,0,94,0,0.01,22.7
2116,35.04,5.3,65.0,49.65,0.24,1019.4,68.1,210.8,4,3,0,3.99,0.0,18,2,90,0,0.04,26.3
2117,38.27,6.2,84.0,22.0,0.31,1020.2,171.9,524.4,2,14,0,3.31,0.0,21,2,53,2,0.54,3.2
2118,34.29,4.6,62.1,43.46,0.17,1001.4,52.9,230.6,2,3,0,3.87,0.0,4,3,97,0,0.08,20.9
2119,32.67,-0.0,70.4,31.45,0.62,1017.7,137.4,303.1,36,24,0,3.76,2.7,14,3,85,1,0.28,11.8
2120,39.88,15.8,43.0,26.78,0.26,1007.3,161.8,540.5,3,-12,1,3.39,0.0,1,1,45,2,0.71,7.2
2121,34.11,2.8,59.7,43.67,0.17,1008.3,39.6,213.3,6,4,0,4.16,0.0,18,2,89,0,0.09,21.0
2122,42.09,22.1,28.8,18.52,0.07,1003.5,343.0,721.3,7,91,1,3.32,0.2,21,3,21,3,0.95,0.3
2123,36.06,7.5,68.2,32.69,0.54,1012.2,90.5,194.1,50,60,0,3.8,4.7,8,1,74,1,0.27,12.8
2124,33.98,2.8,66.5,40.04,0.2,1010.6,52.2,225.8,4,6,0,3.82,0.0,19,1,98,0,0.12,18.1
2125,35.11,3.6,58.7,34.17,0.8,1002.2,43.9,244.8,54,55,0,4.07,6.4,11,1,96,0,0.07,14.7
2126,35.06,4.8,63.1,44.59,0.24,1020.9,69.8,237.0,5,5,0,4.09,0.0,0,2,94,0,0.02,22.1
2127,34.14,4.5,63.4,38.96,0.27,1021.7,32.5,244.7,7,6,0,4.07,0.0,7,1,92,0,0.06,17.4
2128,34.91,4.0,61.8,45.79,0.26,1016.7,64.3,228.1,8,6,0,3.89,0.0,20,3,97,0,0.07,23.1
2129,32.31,2.3,48.0,25.22,0.53,1016.8,113.5,343.3,60,46,0,3.67,3.1,10,1,76,1,0.3,6.2
2130,35.14,4.2,67.3,45.58,1.0,1001.0,69.5,233.8,76,72,0,4.11,7.9,12,2,96,0,0.01,26.0
2131,32.85,2.4,51.0,28.53,0.54,1007.5,123.7,312.0,2,2,0,3.7,0.0,0,0,71,1,0.39,9.1
2132,32.04,2.6,50.7,33.23,0.58,1014.9,107.9,207.0,2,-8,0,3.72,0.0,3,0,82,1,0.42,13.3
2133,28.18,2.5,36.0,21.8,0.3,1008.4,172.4,485.1,2,-14,0,3.36,0.0,4,2,55,2,0.73,3.0
2134,34.39,3.6,77.0,35.96,0.54,1004.2,136.2,359.9,41,43,0,3.52,2.5,11,3,84,1,0.36,15.6
2135,35.05,3.5,63.2,31.88,1.0,1021.5,69.0,211.0,90,91,0,3.81,8.1,15,3,94,0,0.12,13.0
2136,28.61,5.8,43.2,27.68,0.34,1001.7,169.0,436.8,1,-1,0,3.5,0.0,19,3,68,2,0.55,8.1
2137,41.93,10.9,33.0,17.43,0.1,1010.5,318.9,652.5,11,78,1,3.34,1.5,6,3,33,3,0.93,0.0
2138,37.94,14.2,41.7,22.6,0.42,1011.8,256.5,430.1,3,-12,0,3.36,0.0,7,2,52,2,0.59,3.8
2139,34.78,6.6,58.3,43.85,0.25,1007.5,56.1,236.7,7,3,0,4.18,0.0,5,3,88,0,0.03,21.5
2140,32.57,5.9,48.2,34.37,0.71,1015.8,90.0,324.5,49,61,0,3.73,5.4,12,1,73,1,0.41,14.7
2141,38.67,9.3,85.4,29.22,0.47,1014.7,184.6,478.2,10,20,0,3.48,2.5,11,1,59,2,0.63,9.6
2142,34.63,2.7,64.3,50.24,0.8,1020.6,31.7,213.1,51,55,0,4.15,5.3,10,2,90,0,0.09,29.5
2143,34.75,8.1,75.0,30.59,0.52,1010.0,91.8,191.7,4,-5,1,3.52,0.0,0,0,79,1,0.31,10.9
2144,36.76,9.6,69.7,29.79,0.47,1014.6,125.7,352.2,2,12,0,3.85,0.0,2,1,75,1,0.29,10.1
2145,33.55,3.2,68.3,26.07,0.66,1008.5,149.2,280.6,29,38,0,3.71,2.1,11,1,74,1,0.26,7.1
2146,34.82,5.2,57.5,40.66,0.21,1014.2,66.1,231.0,8,7,0,3.92,0.0,19,3,92,0,0.09,18.7
2147,34.01,3.0,61.8,50.88,0.78,1017.7,34.6,210.3,47,50,0,4.01,8.6,10,0,94,0,0.06,30.0
2148,33.62,2.9,68.1,33.53,0.56,1008.7,119.4,336.2,55,68,0,3.78,2.3,11,0,72,1,0.32,13.6
2149,34.96,6.2,65.2,35.15,0.23,1009.5,43.3,236.7,5,3,0,4.08,0.0,23,3,91,0,0.05,14.1
2150,36.47,10.1,76.9,27.06,0.53,1021.1,117.6,182.2,0,-10,0,3.72,0.0,4,1,80,1,0.26,7.8
2151,35.07,3.3,55.1,40.52,0.24,1009.7,51.3,236.3,2,6,0,3.86,0.0,3,2,93,0,0.02,18.7
2152,34.6,4.1,64.8,39.66,0.23,1013.5,72.1,230.3,10,6,0,3.89,0.0,7,3,91,0,0.06,17.9
2153,34.93,4.5,61.6,39.96,1.0,1007.4,56.8,233.8,81,81,0,4.03,4.9,16,2,99,0,0.04,20.7
2154,29.36,6.1,83.2,21.42,0.38,1011.2,187.8,481.4,10,-5,0,3.43,1.8,13,1,64,2,0.7,2.8
2155,34.49,5.2,66.3,47.91,0.14,1006.4,54.2,244.1,4,1,0,4.15,0.0,18,3,88,0,0.05,24.4
2156,34.25,2.8,59.7,34.93,0.19,1000.5,31.5,235.5,3,7,0,3.96,0.0,3,3,99,0,0.1,13.9
2157,33.19,2.6,45.5,35.08,0.69,1021.9,148.6,303.7,2,15,0,3.83,0.0,4,1,70,1,0.28,15.3
2158,32.58,2.9,68.0,31.06,0.68,1020.5,116.9,342.9,5,5,0,3.75,0.0,5,1,76,1,0.32,11.6
2159,34.46,3.3,57.9,48.6,0.21,1020.3,58.9,228.0,5,6,0,4.05,0.0,7,0,96,0,0.12,25.3
